Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,10326.9216621259,..,3853.94093481185,4657.28042580536,6045.49555071698,6836.0273134631,7076.87717988865,6818.8046210291,4989.80307473071,4649.46811513804,5143.66123200793,5878.03856646219
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,14048.1062048571,26241.3646146973,52105.1524837739,48711.9499293773,51943.9631760903,48945.980232793,51665.1783058145,55628.1827105136,61908.7945308607,63558.6979263338,68941.8066532278,77449.7204939221
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,..,20322.9461485526,65031.3318703261,69766.5211886388,77351.9588821432,76104.681367227,80431.6727965138,88974.2286497928,81606.2800333934,79155.541672096,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,12644.9301213164,21027.7817338309,27713.447029768,30659.1277511137,33701.213098687,32543.4551534637,36344.315513024,37733.5929188595,35855.2750438447,37371.6269147791,40543.5841665702,41613.9979185485
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,20757.0886782131,20051.2421548342,36976.8455340664,35849.3731979401,38334.6838499718,34814.1251168487,35370.2752583755,35396.6657242265,30170.5166036556,30830.9226645832,32155.2058659338,34318.3511241724
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,1897.68696278779,3384.69486090546,4316.23105265842,4696.84189437613,5100.39695456875,5206.90672221284,4964.8327939275,4817.92592529038,4892.8974467695,4842.04501096139,5060.54492360667,5355.58263932713
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,25359.34702031,38532.0408752935,40855.1756354596,44507.6763859172,48167.9972684965,48603.4766497749,40454.4474578903,38109.4121125573,34524.4698609337,38794.3309405515,38331.9793978104,39286.7376488008
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,1166.61027609729,1651.62244254198,3477.97879809556,3656.45367450307,3775.5193031013,3827.29445062868,3952.34031137257,4047.55314185272,4097.41143635249,4109.57481873331,4168.64160383499,4247.76872564413
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,1647.46323090376,1229.00095844501,7165.22317483703,9070.48825285747,11634.0019047654,12386.7000029472,13890.6317716835,12807.2606866152,10510.7718884148,7714.84184376024,9030.31880602652,9331.04694986684
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,361.328188915652,397.482658777519,905.131786128485,951.687961116879,971.63332904823,1136.87140571776,1210.38801408195,1315.80453537488,1336.8833490495,1410.52757107967,1568.20154066387,1710.51009699983
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,549.855506598051,796.888174759841,1311.99900201253,1516.81186907787,1735.01835782836,1788.50542068887,1715.76533141614,1642.76259749601,1542.5752495838,1584.80744578963,1625.575969558,1625.28610001512
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,6516.30575938957,11947.5791282061,18291.9195978633,22086.9529193201,24079.788523886,24358.7821758226,25890.0186698906,27811.36638377,27105.076226264,27608.2474287116,29742.8388613471,31362.75147294
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,..,1087.76240120887,3209.69410857047,3283.51030374783,3736.36321725391,3600.67347519389,3876.95830210742,4054.72133937609,3574.54333277778,3697.12167678699,3948.08815032105,4281.29232946159
